case_id,status,split,train_order,hdf5_file,nodes,time_steps,size_bytes
Case_0834,valid_hdf5,test,,Case_0834.h5,725,151,666858
Case_0835,valid_hdf5,valid,,Case_0835.h5,725,151,674792
Case_0836,valid_hdf5,train,168,Case_0836.h5,725,151,648606
Case_0837,valid_hdf5,train,225,Case_0837.h5,725,151,710934
Case_0838,valid_hdf5,train,143,Case_0838.h5,725,151,701596
Case_0839,valid_hdf5,valid,,Case_0839.h5,725,151,682135
Case_0840,valid_hdf5,train,209,Case_0840.h5,725,151,705991
Case_0841,valid_hdf5,train,559,Case_0841.h5,725,151,679064
Case_0842,valid_hdf5,train,359,Case_0842.h5,725,151,685825
Case_0843,valid_hdf5,valid,,Case_0843.h5,725,151,686983
Case_0844,valid_hdf5,train,454,Case_0844.h5,725,151,631762
Case_0845,valid_hdf5,train,599,Case_0845.h5,725,151,687965
Case_0846,valid_hdf5,train,607,Case_0846.h5,725,151,690888
Case_0847,valid_hdf5,train,5,Case_0847.h5,725,151,691844
Case_0848,valid_hdf5,train,151,Case_0848.h5,725,151,697495
Case_0849,valid_hdf5,train,122,Case_0849.h5,725,151,684363
Case_0850,valid_hdf5,train,439,Case_0850.h5,725,151,649686
Case_0851,valid_hdf5,train,301,Case_0851.h5,725,151,635283
Case_0852,valid_hdf5,train,568,Case_0852.h5,725,151,693967
Case_0853,valid_hdf5,train,218,Case_0853.h5,725,151,671063
Case_0854,valid_hdf5,train,419,Case_0854.h5,725,151,678745
Case_0855,valid_hdf5,train,251,Case_0855.h5,725,151,685757
Case_0856,valid_hdf5,train,676,Case_0856.h5,725,151,685826
Case_0857,valid_hdf5,train,760,Case_0857.h5,725,151,692458
Case_0858,valid_hdf5,train,741,Case_0858.h5,725,151,646549
Case_0859,valid_hdf5,train,170,Case_0859.h5,725,151,689740
Case_0860,valid_hdf5,train,764,Case_0860.h5,725,151,641862
Case_0861,valid_hdf5,train,256,Case_0861.h5,725,151,654660
Case_0862,valid_hdf5,train,580,Case_0862.h5,725,151,660015
Case_0863,failed_terminal,excluded,,,,,
Case_0864,failed_terminal,excluded,,,,,
Case_0865,valid_hdf5,train,564,Case_0865.h5,725,151,680129
Case_0866,valid_hdf5,test,,Case_0866.h5,725,151,616193
Case_0867,valid_hdf5,train,290,Case_0867.h5,725,151,685309
Case_0868,valid_hdf5,train,477,Case_0868.h5,725,151,703632
Case_0869,valid_hdf5,train,432,Case_0869.h5,725,151,667545
Case_0870,valid_hdf5,train,426,Case_0870.h5,725,151,660746
Case_0871,valid_hdf5,train,535,Case_0871.h5,725,151,689208
Case_0872,failed_terminal,excluded,,,,,
Case_0873,valid_hdf5,train,537,Case_0873.h5,725,151,708739
Case_0874,valid_hdf5,train,49,Case_0874.h5,725,151,621312
Case_0875,valid_hdf5,train,630,Case_0875.h5,725,151,666350
Case_0876,valid_hdf5,train,224,Case_0876.h5,725,151,656984
Case_0877,valid_hdf5,test,,Case_0877.h5,725,151,667667
Case_0878,valid_hdf5,train,42,Case_0878.h5,725,151,696742
Case_0879,valid_hdf5,train,647,Case_0879.h5,725,151,711751
Case_0880,valid_hdf5,valid,,Case_0880.h5,725,151,679747
Case_0881,valid_hdf5,train,314,Case_0881.h5,725,151,644715
Case_0882,valid_hdf5,valid,,Case_0882.h5,725,151,679484
Case_0883,valid_hdf5,train,131,Case_0883.h5,725,151,698483
Case_0884,valid_hdf5,train,731,Case_0884.h5,725,151,724971
Case_0885,valid_hdf5,train,493,Case_0885.h5,725,151,724526
Case_0886,valid_hdf5,train,238,Case_0886.h5,725,151,711871
Case_0887,valid_hdf5,train,408,Case_0887.h5,725,151,651489
Case_0888,valid_hdf5,train,370,Case_0888.h5,725,151,692446
Case_0889,valid_hdf5,train,709,Case_0889.h5,725,151,671844
Case_0890,failed_terminal,excluded,,,,,
Case_0891,valid_hdf5,valid,,Case_0891.h5,725,151,695934
Case_0892,valid_hdf5,train,175,Case_0892.h5,725,151,675367
Case_0893,valid_hdf5,train,598,Case_0893.h5,725,151,696223
Case_0894,valid_hdf5,valid,,Case_0894.h5,725,151,716942
Case_0895,valid_hdf5,test,,Case_0895.h5,725,151,706935
Case_0896,failed_terminal,excluded,,,,,
Case_0897,valid_hdf5,train,88,Case_0897.h5,725,151,671394
Case_0898,valid_hdf5,test,,Case_0898.h5,725,151,682842
Case_0899,valid_hdf5,train,618,Case_0899.h5,725,151,680417
Case_0900,valid_hdf5,valid,,Case_0900.h5,725,151,681893
Case_0901,valid_hdf5,train,105,Case_0901.h5,725,151,682154
Case_0902,valid_hdf5,train,126,Case_0902.h5,725,151,700203
Case_0903,valid_hdf5,train,257,Case_0903.h5,725,151,683934
Case_0904,valid_hdf5,train,745,Case_0904.h5,725,151,690387
Case_0905,valid_hdf5,train,360,Case_0905.h5,725,151,658863
Case_0906,valid_hdf5,train,231,Case_0906.h5,725,151,697052
Case_0907,valid_hdf5,train,696,Case_0907.h5,725,151,679610
Case_0908,valid_hdf5,train,611,Case_0908.h5,725,151,679945
Case_0909,valid_hdf5,train,77,Case_0909.h5,725,151,677637
Case_0910,valid_hdf5,train,111,Case_0910.h5,725,151,671229
Case_0911,valid_hdf5,valid,,Case_0911.h5,725,151,659159
Case_0912,valid_hdf5,train,716,Case_0912.h5,725,151,668312
Case_0913,valid_hdf5,train,211,Case_0913.h5,725,151,688738
Case_0914,valid_hdf5,train,327,Case_0914.h5,725,151,678328
Case_0915,valid_hdf5,train,215,Case_0915.h5,725,151,692555
Case_0916,valid_hdf5,train,7,Case_0916.h5,725,151,700526
Case_0917,valid_hdf5,train,182,Case_0917.h5,725,151,688300
Case_0918,valid_hdf5,train,13,Case_0918.h5,725,151,676673
Case_0919,failed_terminal,excluded,,,,,
Case_0920,valid_hdf5,train,728,Case_0920.h5,725,151,625368
Case_0921,valid_hdf5,train,62,Case_0921.h5,725,151,665278
Case_0922,valid_hdf5,valid,,Case_0922.h5,725,151,657938
Case_0923,valid_hdf5,train,501,Case_0923.h5,725,151,658899
Case_0924,valid_hdf5,valid,,Case_0924.h5,725,151,697855
Case_0925,valid_hdf5,train,648,Case_0925.h5,725,151,697113
Case_0926,valid_hdf5,train,73,Case_0926.h5,725,151,705978
Case_0927,valid_hdf5,train,172,Case_0927.h5,725,151,659739
Case_0928,valid_hdf5,train,763,Case_0928.h5,725,151,678691
Case_0929,valid_hdf5,train,474,Case_0929.h5,725,151,697878
Case_0930,valid_hdf5,train,614,Case_0930.h5,725,151,668450
Case_0931,valid_hdf5,test,,Case_0931.h5,725,151,650650
Case_0932,valid_hdf5,train,579,Case_0932.h5,725,151,725422
Case_0933,valid_hdf5,valid,,Case_0933.h5,725,151,666802
Case_0934,valid_hdf5,train,329,Case_0934.h5,725,151,633156
Case_0935,valid_hdf5,train,620,Case_0935.h5,725,151,661460
Case_0936,valid_hdf5,train,315,Case_0936.h5,725,151,675530
Case_0937,valid_hdf5,train,321,Case_0937.h5,725,151,680880
Case_0938,valid_hdf5,valid,,Case_0938.h5,725,151,701263
Case_0939,valid_hdf5,train,311,Case_0939.h5,725,151,667721
Case_0940,valid_hdf5,train,396,Case_0940.h5,725,151,676939
Case_0941,valid_hdf5,train,162,Case_0941.h5,725,151,688160
Case_0942,valid_hdf5,valid,,Case_0942.h5,725,151,690763
Case_0943,valid_hdf5,train,48,Case_0943.h5,725,151,696781
Case_0944,valid_hdf5,train,124,Case_0944.h5,725,151,716433
Case_0945,valid_hdf5,train,516,Case_0945.h5,725,151,692668
Case_0946,failed_terminal,excluded,,,,,
Case_0947,valid_hdf5,train,713,Case_0947.h5,725,151,676097
Case_0948,valid_hdf5,train,382,Case_0948.h5,725,151,664231
Case_0949,valid_hdf5,valid,,Case_0949.h5,725,151,638392
Case_0950,valid_hdf5,train,193,Case_0950.h5,725,151,666678
Case_0951,valid_hdf5,train,476,Case_0951.h5,725,151,676683
Case_0952,valid_hdf5,train,788,Case_0952.h5,725,151,682353
Case_0953,valid_hdf5,train,393,Case_0953.h5,725,151,702409
Case_0954,valid_hdf5,train,712,Case_0954.h5,725,151,673805
Case_0955,valid_hdf5,train,616,Case_0955.h5,725,151,718084
Case_0956,valid_hdf5,train,635,Case_0956.h5,725,151,701159
Case_0957,valid_hdf5,train,128,Case_0957.h5,725,151,697886
Case_0958,valid_hdf5,train,637,Case_0958.h5,725,151,686528
Case_0959,valid_hdf5,train,205,Case_0959.h5,725,151,717258
Case_0960,valid_hdf5,train,206,Case_0960.h5,725,151,677405
Case_0961,valid_hdf5,train,86,Case_0961.h5,725,151,672034
Case_0962,valid_hdf5,train,351,Case_0962.h5,725,151,649161
Case_0963,valid_hdf5,train,180,Case_0963.h5,725,151,692557
Case_0964,valid_hdf5,train,755,Case_0964.h5,725,151,654819
Case_0965,valid_hdf5,train,319,Case_0965.h5,725,151,670057
Case_0966,valid_hdf5,train,498,Case_0966.h5,725,151,676681
Case_0967,valid_hdf5,train,542,Case_0967.h5,725,151,707894
Case_0968,failed_terminal,excluded,,,,,
Case_0969,valid_hdf5,train,435,Case_0969.h5,725,151,632665
Case_0970,valid_hdf5,valid,,Case_0970.h5,725,151,704828
Case_0971,valid_hdf5,train,701,Case_0971.h5,725,151,705108
Case_0972,valid_hdf5,train,557,Case_0972.h5,725,151,676891
Case_0973,valid_hdf5,test,,Case_0973.h5,725,151,695363
Case_0974,valid_hdf5,train,597,Case_0974.h5,725,151,677679
Case_0975,valid_hdf5,train,656,Case_0975.h5,725,151,641679
Case_0976,valid_hdf5,train,19,Case_0976.h5,725,151,682340
Case_0977,valid_hdf5,train,449,Case_0977.h5,725,151,701523
Case_0978,valid_hdf5,train,386,Case_0978.h5,725,151,668294
Case_0979,valid_hdf5,train,715,Case_0979.h5,725,151,683400
Case_0980,valid_hdf5,train,274,Case_0980.h5,725,151,702841
Case_0981,valid_hdf5,train,484,Case_0981.h5,725,151,643980
Case_0982,valid_hdf5,train,3,Case_0982.h5,725,151,702898
Case_0983,valid_hdf5,train,677,Case_0983.h5,725,151,675146
Case_0984,valid_hdf5,train,757,Case_0984.h5,725,151,632245
Case_0985,valid_hdf5,test,,Case_0985.h5,725,151,638063
Case_0986,valid_hdf5,train,226,Case_0986.h5,725,151,661600
Case_0987,valid_hdf5,train,770,Case_0987.h5,725,151,707506
Case_0988,valid_hdf5,train,252,Case_0988.h5,725,151,683054
Case_0989,valid_hdf5,valid,,Case_0989.h5,725,151,687341
Case_0990,valid_hdf5,train,136,Case_0990.h5,725,151,708959
Case_0991,valid_hdf5,train,750,Case_0991.h5,725,151,681099
Case_0992,valid_hdf5,train,374,Case_0992.h5,725,151,703028
Case_0993,valid_hdf5,train,659,Case_0993.h5,725,151,714840
Case_0994,valid_hdf5,train,149,Case_0994.h5,725,151,679447
Case_0995,valid_hdf5,train,692,Case_0995.h5,725,151,644371
Case_0996,valid_hdf5,train,45,Case_0996.h5,725,151,671666
Case_0997,valid_hdf5,valid,,Case_0997.h5,725,151,714927
Case_0998,valid_hdf5,train,165,Case_0998.h5,725,151,699061
Case_0999,valid_hdf5,train,615,Case_0999.h5,725,151,695119
Case_1000,valid_hdf5,train,600,Case_1000.h5,725,151,683350
